"CORD_ID","DIRECTION","KNOT_VALUE_DECIMAL","CLUSTER_ID","KNOT_ID","KNOT_ORDINAL","CLUSTER_ORDINAL","NUM_TURNS"
3000227,"Z",2,1000333,1000572,2,1,2
3000228,"Z",10,1000334,1000573,1,1,0
3000228,"Z",6,1000335,1000574,2,1,6
3000229,"Z",10,1000336,1000575,1,1,0
3000229,"Z",10,1000336,1000576,2,2,0
3000229,"Z",5,1000337,1000577,3,1,5
3000230,"Z",100,1000338,1000578,1,1,0
3000230,"Z",10,1000339,1000579,2,1,0
3000230,"Z",10,1000339,1000580,3,2,0
3000230,"Z",10,1000339,1000581,4,3,0
3000230,"Z",10,1000339,1000582,5,4,0
3000230,"Z",10,1000339,1000583,6,5,0
3000230,"Z",3,1000340,1000584,7,1,3
3000231,"Z",10,1000341,1000585,1,1,0
3000231,"Z",3,1000342,1000586,2,1,3
3000232,"Z",10,1000343,1000587,1,1,0
3000232,"Z",10,1000343,1000588,2,2,0
3000232,"Z",2,1000344,1000589,3,1,2
3000233,"Z",2,1000345,1000590,1,1,2
3000234,"Z",2,1000346,1000591,1,1,2
3000235,"Z",10,1000347,1000592,1,1,0
3000235,"Z",6,1000348,1000593,2,1,6
3000236,"Z",10,1000349,1000594,1,1,0
3000236,"Z",10,1000349,1000595,2,2,0
3000236,"Z",10,1000349,1000596,3,3,0
3000236,"Z",10,1000349,1000597,4,4,0
3000236,"Z",10,1000349,1000598,5,5,0
3000236,"Z",10,1000349,1000599,6,6,0
3000236,"Z",4,1000350,1000600,7,1,4
3000237,"Z",10,1000351,1000601,1,1,0
3000237,"Z",2,1000352,1000602,2,1,2
3000238,"Z",10,1000353,1000603,1,1,0
3000238,"Z",7,1000354,1000604,2,1,7
3000239,"S",1,1000355,1000605,1,1,0
3000240,"Z",2,1000356,1000606,1,1,2
3000241,"Z",10,1000357,1000607,1,1,0
3000242,"Z",10,1000358,1000608,1,1,0
3000242,"Z",10,1000358,1000609,2,2,0
3000242,"S",1,1000359,1000610,3,1,0
3000243,"Z",10,1000360,1000611,1,1,0
3000243,"Z",5,1000361,1000612,2,1,5
3000244,"Z",10,1000362,1000613,1,1,0
3000244,"Z",10,1000362,1000614,2,2,0
3000244,"Z",8,1000363,1000615,3,1,8
3000245,"Z",10,1000364,1000616,1,1,0
3000245,"Z",5,1000365,1000617,2,1,5
3000246,"Z",10,1000366,1000618,1,1,0
3000246,"Z",6,1000367,1000619,2,1,6
3000247,"Z",10,1000368,1000620,1,1,0
3000247,"Z",10,1000368,1000621,2,2,0
3000247,"Z",10,1000368,1000622,3,3,0
3000247,"S",1,1000369,1000623,4,1,0
3000248,"Z",10,1000370,1000624,1,1,0
3000248,"Z",10,1000370,1000625,2,2,0
3000248,"Z",10,1000370,1000626,3,3,0
3000248,"Z",10,1000370,1000627,4,4,0
3000248,"Z",10,1000370,1000628,5,5,0
3000248,"Z",10,1000370,1000629,6,6,0
3000248,"Z",10,1000370,1000630,7,7,0
3000248,"Z",10,1000370,1000631,8,8,0
3000248,"Z",10,1000370,1000632,9,9,0
3000248,"Z",2,1000371,1000633,10,1,2
3000250,"Z",10,1000372,1000634,1,1,0
3000251,"Z",7,1000373,1000635,1,1,7
3000252,"Z",3,1000374,1000636,1,1,3
3000253,"Z",10,1000375,1000637,1,1,0
3000253,"Z",6,1000376,1000638,2,1,6
3000254,"Z",8,1000377,1000639,1,1,8
3000255,"Z",1,1000378,1000640,1,1,0
3000256,"Z",1,1000379,1000641,1,1,0
3000257,"Z",1,1000380,1000642,1,1,0
3000258,"Z",5,1000381,1000643,1,1,5
3000259,"S",1,1000382,1000644,1,1,0
3000260,"Z",4,1000383,1000645,1,1,4
3000262,"Z",4,1000384,1000646,1,1,4
3000263,"Z",2,1000385,1000647,1,1,2
3000264,"Z",4,1000386,1000648,1,1,4
3000265,"Z",6,1000387,1000649,1,1,6
3000266,"Z",2,1000388,1000650,1,1,2
3000267,"Z",2,1000389,1000651,1,1,2
3000268,"Z",10,1000390,1000652,1,1,0
3000268,"Z",8,1000391,1000653,2,1,8
3000268,"Z",2,1000392,1000654,3,1,2
3000269,"Z",10,1000393,1000655,1,1,0
3000269,"Z",4,1000394,1000656,2,1,4
3000269,"Z",1,1000395,1000657,3,1,0
3000270,"Z",10,1000396,1000658,1,1,0
3000270,"Z",3,1000397,1000659,2,1,3
3000270,"Z",1,1000398,1000660,3,1,0
3000271,"Z",7,1000399,1000661,1,1,7
3000271,"Z",1,1000400,1000662,2,1,0
3000272,"Z",10,1000401,1000663,1,1,0
3000272,"Z",6,1000402,1000664,2,1,6
3000272,"Z",1,1000403,1000665,3,1,0
3000273,"Z",10,1000404,1000666,1,1,0
3000273,"Z",6,1000405,1000667,2,1,6
3000274,"Z",10,1000406,1000668,1,1,0
3000274,"Z",5,1000407,1000669,2,1,5
3000274,"Z",1,1000408,1000670,3,1,0
3000275,"Z",3,1000409,1000671,1,1,3
3000276,"Z",3,1000410,1000672,1,1,3
3000276,"Z",5,1000411,1000673,2,1,5
3000276,"Z",5,1000412,1000674,3,1,5
3000276,"Z",5,1000413,1000675,4,1,5
3000277,"Z",3,1000414,1000676,1,1,3
3000277,"Z",3,1000415,1000677,2,1,3
3000277,"Z",3,1000416,1000678,3,1,3
3000277,"Z",5,1000417,1000679,4,1,5
3000278,"Z",3,1000418,1000680,1,1,3
3000278,"Z",2,1000419,1000681,2,1,2
3000278,"Z",3,1000420,1000682,3,1,3
3000278,"Z",5,1000421,1000683,4,1,5
3000279,"Z",2,1000422,1000684,1,1,2
3000279,"Z",1,1000423,1000685,2,1,0
3000279,"Z",1,1000424,1000686,3,1,0
3000279,"Z",3,1000425,1000687,4,1,3
3000280,"Z",3,1000426,1000688,1,1,3
3000280,"Z",3,1000427,1000689,2,1,3
3000280,"Z",4,1000428,1000690,3,1,4
3000280,"Z",6,1000429,1000691,4,1,6
3000281,"Z",3,1000430,1000692,1,1,3
3000281,"Z",3,1000431,1000693,2,1,3
3000281,"Z",4,1000432,1000694,3,1,4
3000281,"Z",6,1000433,1000695,4,1,6
3000282,"Z",3,1000434,1000696,1,1,3
3000282,"Z",3,1000435,1000697,2,1,3
3000282,"Z",4,1000436,1000698,3,1,4
3000282,"Z",5,1000437,1000699,4,1,5
3000283,"Z",3,1000438,1000700,1,1,3
3000286,"Z",100,1000439,1000701,1,1,0
3000286,"Z",10,1000440,1000702,2,1,0
3000286,"Z",10,1000440,1000703,3,2,0
3000286,"Z",10,1000440,1000704,4,3,0
3000286,"Z",5,1000441,1000705,5,1,5
3000287,"Z",9,1000442,1000706,1,1,9
3000288,"Z",100,1000443,1000707,1,1,0
3000288,"Z",7,1000444,1000708,2,1,7
3000289,"Z",10,1000445,1000709,1,1,0
3000289,"Z",10,1000445,1000710,2,2,0
3000289,"Z",10,1000445,1000711,3,3,0
3000289,"Z",10,1000445,1000712,4,4,0
3000289,"Z",10,1000445,1000713,5,5,0
3000289,"Z",10,1000445,1000714,6,6,0
3000289,"Z",7,1000446,1000715,7,1,7
3000290,"Z",10,1000447,1000716,1,1,0
3000290,"Z",10,1000447,1000717,2,2,0
3000290,"Z",10,1000447,1000718,3,3,0
3000290,"Z",10,1000447,1000719,4,4,0
3000290,"Z",10,1000447,1000720,5,5,0
3000290,"Z",10,1000447,1000721,6,6,0
3000290,"Z",8,1000448,1000722,7,1,8
3000291,"Z",10,1000449,1000723,1,1,0
3000291,"Z",10,1000449,1000724,2,2,0
3000291,"Z",10,1000449,1000725,3,3,0
3000291,"Z",10,1000449,1000726,4,4,0
3000291,"Z",8,1000450,1000727,5,1,8
3000292,"Z",10,1000451,1000728,1,1,0
3000292,"Z",10,1000451,1000729,2,2,0
3000292,"Z",1,1000452,1000730,3,1,0
3000293,"Z",10,1000453,1000731,1,1,0
3000293,"Z",10,1000453,1000732,2,2,0
3000293,"Z",10,1000453,1000733,3,3,0
3000293,"Z",10,1000453,1000734,4,4,0
3000293,"Z",10,1000453,1000735,5,5,0
3000293,"Z",10,1000453,1000736,6,6,0
3000293,"Z",10,1000453,1000737,7,7,0
3000293,"Z",10,1000453,1000738,8,8,0
3000293,"Z",6,1000454,1000739,9,1,6
3000294,"Z",10,1000455,1000740,1,1,0
3000294,"Z",10,1000455,1000741,2,2,0
3000294,"Z",10,1000455,1000742,3,3,0
3000294,"Z",10,1000455,1000743,4,4,0
3000294,"Z",10,1000455,1000744,5,5,0
3000294,"Z",10,1000455,1000745,6,6,0
3000295,"Z",10,1000456,1000746,1,1,0
3000295,"Z",10,1000456,1000747,2,2,0
3000295,"Z",10,1000456,1000748,3,3,0
3000295,"Z",10,1000456,1000749,4,4,0
3000295,"Z",10,1000456,1000750,5,5,0
3000295,"Z",2,1000457,1000751,6,1,2
3000296,"Z",100,1000458,1000752,1,1,0
3000296,"Z",10,1000459,1000753,2,1,0
3000296,"Z",10,1000459,1000754,3,2,0
3000296,"Z",10,1000459,1000755,4,3,0
3000296,"Z",4,1000460,1000756,5,1,4
3000297,"Z",8,1000461,1000757,1,1,8
3000298,"Z",10,1000462,1000758,1,1,0
3000298,"Z",10,1000462,1000759,2,2,0
3000298,"Z",10,1000462,1000760,3,3,0
3000298,"Z",10,1000462,1000761,4,4,0
3000298,"Z",10,1000462,1000762,5,5,0
3000298,"Z",10,1000462,1000763,6,6,0
3000298,"Z",10,1000462,1000764,7,7,0
3000298,"Z",1,1000463,1000765,8,1,0
3000299,"Z",4,1000464,1000766,1,1,4
3000300,"Z",10,1000465,1000767,1,1,0
3000300,"S",10,1000465,1000768,2,2,0
3000300,"S",10,1000465,1000769,3,3,0
3000300,"Z",9,1000466,1000770,4,1,9
3000301,"Z",10,1000467,1000771,1,1,0
3000301,"Z",10,1000467,1000772,2,2,0
3000301,"Z",10,1000467,1000773,3,3,0
3000301,"Z",10,1000467,1000774,4,4,0
3000301,"Z",10,1000467,1000775,5,5,0
3000301,"Z",10,1000467,1000776,6,6,0
3000301,"Z",10,1000467,1000777,7,7,0
3000301,"Z",4,1000468,1000778,8,1,4
3000302,"Z",10,1000469,1000779,1,1,0
3000302,"Z",10,1000469,1000780,2,2,0
3000302,"Z",10,1000469,1000781,3,3,0
3000302,"Z",10,1000469,1000782,4,4,0
3000302,"Z",10,1000469,1000783,5,5,0
3000302,"Z",10,1000469,1000784,6,6,0
3000302,"Z",7,1000470,1000785,7,1,7
3000304,"Z",100,1000471,1000786,1,1,0
3000304,"Z",10,1000472,1000787,2,1,0
3000304,"Z",10,1000472,1000788,3,2,0
3000309,"Z",10,1000473,1000789,1,1,0
3000309,"Z",10,1000473,1000790,2,2,0
3000309,"Z",10,1000473,1000791,3,3,0
3000309,"Z",10,1000473,1000792,4,4,0
3000309,"Z",10,1000473,1000793,5,5,0
3000309,"Z",10,1000473,1000794,6,6,0
3000309,"Z",10,1000473,1000795,7,7,0
3000309,"Z",10,1000473,1000796,8,8,0
3000309,"Z",6,1000474,1000797,9,1,6
3000314,"Z",10,1000475,1000798,1,1,0
3000314,"Z",9,1000476,1000799,2,1,9
3000325,"Z",10,1000477,1000800,1,1,0
3000325,"Z",4,1000478,1000801,2,1,4
3000327,"Z",10,1000479,1000802,1,1,0
3000327,"Z",10,1000479,1000803,2,2,0
3000328,"Z",9,1000480,1000804,1,1,9
3000329,"Z",2,1000481,1000805,1,1,2
3000330,"S",1,1000482,1000806,1,1,0
3000334,"S",1,1000483,1000807,1,1,0
3000338,"S",1,1000484,1000808,1,1,0
3000341,"S",1,1000485,1000809,1,1,0
3000344,"Z",1,1000486,1000810,1,1,0
3000347,"S",1,1000487,1000811,1,1,0
3000348,"S",1,1000488,1000812,1,1,0
3000350,"S",1,1000489,1000813,1,1,0
3000351,"S",10,1000490,1000814,1,1,0
3000353,"S",1,1000491,1000815,1,1,0
3000353,"S",1,1000492,1000816,2,1,0
3000354,"S",1,1000493,1000817,1,1,0
3000355,"S",1,1000494,1000818,1,1,0
3000355,"S",1,1000495,1000819,2,1,0
3000356,"S",1,1000496,1000820,1,1,0
3000357,"S",1,1000497,1000821,1,1,0
3000358,"Z",2,1000498,1000822,1,1,2
3000358,"S",1,1000499,1000823,2,1,0
3000359,"Z",2,1000500,1000824,1,1,2
3000360,"Z",1,1000501,1000825,1,1,0
3000360,"Z",2,1000502,1000826,2,1,2
3000361,"Z",2,1000503,1000827,1,1,2
3000361,"S",1,1000504,1000828,2,1,0
3000362,"S",1,1000505,1000829,1,1,0
3000363,"Z",2,1000506,1000830,1,1,2
3000364,"Z",1,1000507,1000831,1,1,0
3000365,"Z",1,1000508,1000832,1,1,0
3000366,"S",1,1000509,1000833,1,1,0
3000366,"Z",2,1000510,1000834,2,1,2
3000367,"Z",2,1000511,1000835,1,1,2
3000368,"Z",2,1000512,1000836,1,1,2
3000370,"S",1,1000513,1000837,1,1,0
3000371,"S",1,1000514,1000838,1,1,0
3000373,"S",1,1000515,1000839,1,1,0
3000374,"S",1,1000516,1000840,1,1,0
3000399,"Z",3,1000517,1000841,1,1,3
3000400,"Z",2,1000518,1000842,1,1,2
3000401,"Z",3,1000519,1000843,1,1,3
3000402,"Z",3,1000520,1000844,1,1,3
3000404,"Z",2,1000521,1000845,1,1,2
3000405,"S",1,1000522,1000846,1,1,0
3000406,"Z",4,1000523,1000847,1,1,4
3000407,"Z",2,1000524,1000848,1,1,2
3000408,"Z",2,1000525,1000849,1,1,2
3000411,"S",10,1000526,1000850,1,1,0
3000411,"S",10,1000526,1000851,2,2,0
3000411,"S",10,1000526,1000852,3,3,0
3000411,"S",10,1000526,1000853,4,4,0
3000411,"S",10,1000526,1000854,5,5,0
3000411,"S",2,1000527,1000855,6,1,2
3000412,"S",100,1000528,1000856,1,1,0
3000412,"S",100,1000528,1000857,2,2,0
3000412,"S",10,1000529,1000858,3,1,0
3000412,"S",10,1000529,1000859,4,2,0
3000412,"S",10,1000529,1000860,5,3,0
3000412,"S",10,1000529,1000861,6,4,0
3000412,"S",10,1000529,1000862,7,5,0
3000412,"S",10,1000529,1000863,8,6,0
3000412,"S",10,1000529,1000864,9,7,0
3000412,"S",10,1000529,1000865,10,8,0
3000412,"S",1,1000530,1000866,11,1,0
3000413,"S",10000,1000531,1000867,1,1,0
3000413,"S",1000,1000532,1000868,2,1,0
3000413,"S",1000,1000532,1000869,3,2,0
3000413,"S",1000,1000532,1000870,4,3,0
3000413,"S",1000,1000532,1000871,5,4,0
3000413,"S",1000,1000532,1000872,6,5,0
3000413,"S",100,1000533,1000873,7,1,0
3000413,"S",100,1000533,1000874,8,2,0
3000413,"S",100,1000533,1000875,9,3,0
3000413,"S",100,1000533,1000876,10,4,0
3000413,"S",100,1000533,1000877,11,5,0
3000413,"S",100,1000533,1000878,12,6,0
3000413,"S",100,1000533,1000879,13,7,0
3000413,"S",10,1000534,1000880,14,1,0
3000413,"S",10,1000534,1000881,15,2,0
3000413,"S",10,1000534,1000882,16,3,0
3000413,"S",10,1000534,1000883,17,4,0
3000413,"S",6,1000535,1000884,18,1,6
3000414,"Z",10000,1000536,1000885,1,1,0
3000414,"Z",1000,1000537,1000886,2,1,0
3000414,"S",1000,1000537,1000887,3,2,0
3000414,"Z",1000,1000537,1000888,4,3,0
3000414,"Z",1000,1000537,1000889,5,4,0
3000414,"S",1000,1000537,1000890,6,5,0
3000414,"Z",100,1000538,1000891,7,1,0
3000414,"S",100,1000538,1000892,8,2,0
3000414,"Z",100,1000538,1000893,9,3,0
3000414,"S",100,1000538,1000894,10,4,0
3000414,"S",10,1000539,1000895,11,1,0
3000414,"S",10,1000539,1000896,12,2,0
3000414,"S",10,1000539,1000897,13,3,0
3000414,"S",10,1000539,1000898,14,4,0
3000414,"S",8,1000540,1000899,15,1,8
3000415,"S",100,1000541,1000900,1,1,0
3000415,"S",10,1000542,1000901,2,1,0
3000415,"S",10,1000542,1000902,3,2,0
3000415,"S",10,1000542,1000903,4,3,0
3000415,"S",10,1000542,1000904,5,4,0
3000415,"S",10,1000542,1000905,6,5,0
3000415,"S",7,1000543,1000906,7,1,7
3000416,"S",10,1000544,1000907,1,1,0
3000416,"S",10,1000544,1000908,2,2,0
3000416,"S",10,1000544,1000909,3,3,0
3000416,"S",10,1000544,1000910,4,4,0
3000416,"S",10,1000544,1000911,5,5,0
3000416,"S",5,1000545,1000912,6,1,5
3000417,"S",100,1000546,1000913,1,1,0
3000417,"S",100,1000546,1000914,2,2,0
3000417,"S",10,1000547,1000915,3,1,0
3000417,"S",10,1000547,1000916,4,2,0
3000417,"S",10,1000547,1000917,5,3,0
3000417,"S",10,1000547,1000918,6,4,0
3000417,"S",10,1000547,1000919,7,5,0
3000417,"S",10,1000547,1000920,8,6,0
3000417,"S",3,1000548,1000921,9,1,3
3000418,"S",10000,1000549,1000922,1,1,0
3000418,"Z",100,1000550,1000923,2,1,0
3000418,"S",100,1000550,1000924,3,2,0
3000418,"S",100,1000550,1000925,4,3,0
3000418,"S",100,1000550,1000926,5,4,0
3000418,"S",100,1000550,1000927,6,5,0
3000418,"S",100,1000550,1000928,7,6,0
3000418,"S",100,1000550,1000929,8,7,0
3000418,"S",100,1000550,1000930,9,8,0
3000418,"S",9,1000551,1000931,10,1,9
3000419,"S",10000,1000552,1000932,1,1,0
3000419,"S",1000,1000553,1000933,2,1,0
3000419,"S",10,1000554,1000934,3,1,0
3000419,"S",10,1000554,1000935,4,2,0
3000419,"S",10,1000554,1000936,5,3,0
3000419,"S",10,1000554,1000937,6,4,0
3000419,"S",10,1000554,1000938,7,5,0
3000419,"S",6,1000555,1000939,8,1,6
3000420,"S",100,1000556,1000940,1,1,0
3000420,"S",100,1000556,1000941,2,2,0
3000420,"S",10,1000557,1000942,3,1,0
3000420,"S",4,1000558,1000943,4,1,4
3000421,"S",10,1000559,1000944,1,1,0
3000421,"S",10,1000559,1000945,2,2,0
3000421,"S",10,1000559,1000946,3,3,0
3000421,"S",10,1000559,1000947,4,4,0
3000421,"S",4,1000560,1000948,5,1,4
3000422,"S",100,1000561,1000949,1,1,0
3000422,"S",100,1000561,1000950,2,2,0
3000422,"S",10,1000562,1000951,3,1,0
3000422,"S",10,1000562,1000952,4,2,0
3000422,"S",10,1000562,1000953,5,3,0
3000422,"S",10,1000562,1000954,6,4,0
3000422,"S",10,1000562,1000955,7,5,0
3000422,"S",8,1000563,1000956,8,1,8
3000423,"S",10000,1000564,1000957,1,1,0
3000423,"S",1000,1000565,1000958,2,1,0
3000423,"S",100,1000566,1000959,3,1,0
3000423,"S",100,1000566,1000960,4,2,0
3000423,"S",100,1000566,1000961,5,3,0
3000423,"S",100,1000566,1000962,6,4,0
3000423,"S",100,1000566,1000963,7,5,0
3000423,"S",10,1000567,1000964,8,1,0
3000423,"S",10,1000567,1000965,9,2,0
3000423,"S",10,1000567,1000966,10,3,0
3000423,"S",2,1000568,1000967,11,1,2
3000424,"S",1000,1000569,1000968,1,1,0
3000424,"S",1000,1000569,1000969,2,2,0
3000424,"S",1000,1000569,1000970,3,3,0
3000424,"S",1000,1000569,1000971,4,4,0
3000424,"S",1000,1000569,1000972,5,5,0
3000424,"S",1000,1000569,1000973,6,6,0
3000424,"S",1000,1000569,1000974,7,7,0
3000424,"S",1000,1000569,1000975,8,8,0
3000424,"S",1000,1000569,1000976,9,9,0
3000424,"S",100,1000570,1000977,10,1,0
3000424,"S",100,1000570,1000978,11,2,0
3000424,"S",100,1000570,1000979,12,3,0
3000424,"S",100,1000570,1000980,13,4,0
3000424,"S",100,1000570,1000981,14,5,0
3000424,"S",10,1000571,1000982,15,1,0
3000424,"S",10,1000571,1000983,16,2,0
3000424,"S",10,1000571,1000984,17,3,0
3000424,"S",10,1000571,1000985,18,4,0
3000424,"S",7,1000572,1000986,19,1,7
3000425,"S",100,1000573,1000987,1,1,0
3000425,"S",100,1000573,1000988,2,2,0
3000425,"S",10,1000574,1000989,3,1,0
3000425,"S",1,1000575,1000990,4,1,0
3000426,"S",10,1000576,1000991,1,1,0
3000426,"S",10,1000576,1000992,2,2,0
3000426,"S",10,1000576,1000993,3,3,0
3000426,"S",3,1000577,1000994,4,1,3
3000427,"S",100,1000579,1000995,1,1,0
3000427,"S",100,1000579,1000996,2,2,0
3000427,"S",10,1000580,1000997,3,1,0
3000427,"S",10,1000580,1000998,4,2,0
3000427,"S",10,1000580,1000999,5,3,0
